,ID,SITECODE,REGION,MIN_LOAD,MAX_LOAD,TOTAL_LOAD
3721,3722,Residential - Single/Duplex (Elec Heat),LM,0.0,10.416,43924.543
3722,3723,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.852,10213.73
3724,3725,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.037,4.442,4552.378
3730,3731,Residential - High-Rise Apt Suites (Elec Heat),LM,0.084,2.849,8155.8345
3732,3733,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.032,2.281,5731.4697
3736,3737,Residential - High-Rise Apt Suites (Elec Heat),SI,0.0,5.628,5800.429
3737,3738,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.0,6.117,19818.652
3740,3741,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.31,6063.9893
3741,3742,Residential - Row Houses Units (Elec Heat),LM,0.0,8.337,18713.93
3746,3747,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,14.52,36749.473
3747,3748,Residential - High-Rise Apt Suites (Elec Heat),LM,0.053,5.379,13356.242
3750,3751,Residential - Single/Duplex (Elec Heat),SI,0.0,13.406,21032.0
3754,3755,Residential - Row Houses Units (Elec Heat),LM,0.0,4.996,7951.986
3762,3763,Residential - High-Rise Apt Suites (Elec Heat),LM,0.076,10.704,36673.344
3764,3765,Residential - Single/Duplex (Elec Heat),N,0.0,10.847,36309.848
3766,3767,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,5.844,16571.066
3768,3769,Residential - Row Houses Units (Elec Heat),LM,0.0,12.784,39869.242
3770,3771,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.93,7364.4185
3780,3781,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,6.459,23794.314
3781,3782,Residential - Single/Duplex (Elec Heat),SI,0.0,12.094,41878.016
3785,3786,Residential - Mobile (Elec Heat),VI,0.0,11.346,21387.375
3789,3790,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,5.313,8063.815
3795,3796,Residential - Single/Duplex (Elec Heat),LM,0.0,5.123,10179.231
3796,3797,Residential - Single/Duplex (Elec Heat),LM,0.0,13.241,54252.082
3808,3809,Residential - Single/Duplex (Elec Heat),LM,0.0,10.053,28403.873
3809,3810,Residential - Single/Duplex (Elec Heat),VI,0.0,7.817,17907.098
3812,3813,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.047,6.061,16269.005
3814,3815,Residential - Single/Duplex (Elec Heat),VI,0.0,9.616,31033.574
3815,3816,Residential - Single/Duplex (Elec Heat),VI,0.049,9.453,34067.047
3821,3822,Residential - Single/Duplex (Elec Heat),VI,0.0,7.598,21303.727
3822,3823,Residential - Row Houses Units (Elec Heat),LM,0.092,7.303,20264.863
3823,3824,Residential - Single/Duplex (Elec Heat),LM,0.932,10.634,48368.61
3835,3836,Residential - High-Rise Apt Suites (Elec Heat),LM,0.046,2.061,2820.8484
3836,3837,Residential - Single/Duplex (Elec Heat),LM,0.0,9.854,36911.805
3838,3839,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.035,0.864,4976.5986
3839,3840,Residential - Single/Duplex (Elec Heat),LM,0.0,11.55,26984.766
3842,3843,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,4.73,5038.0645
3843,3844,Residential - Single/Duplex (Elec Heat),SI,0.0,8.526,28172.633
3846,3847,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.002,5.358,13493.0
3848,3849,Residential - High-Rise Apt Suites (Elec Heat),LM,0.049,5.419,9076.143
3854,3855,Residential - Mobile (Elec Heat),SI,0.007,4.353,8486.044
3858,3859,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,3.708,3296.2505
3859,3860,Residential - High-Rise Apt Suites (Elec Heat),LM,0.007,3.108,4646.2876
3863,3864,Residential - Single/Duplex (Elec Heat),VI,0.0,12.85,46280.37
3866,3867,Residential - Row Houses Units (Elec Heat),VI,0.0,5.978,14512.21
3867,3868,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,7.005,16264.115
3868,3869,Residential - Row Houses Units (Elec Heat),VI,0.0,8.895,29297.227
3869,3870,Residential - Row Houses Units (Elec Heat),VI,0.0,5.823,12340.928
3878,3879,Residential - Single/Duplex (Elec Heat),LM,0.044,5.332,10020.496
3882,3883,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.006,5.803,14843.527
3883,3884,Residential - Single/Duplex (Elec Heat),VI,0.0,10.26,25940.31
3886,3887,Residential - High-Rise Apt Suites (Elec Heat),LM,0.074,7.238,8432.016
3887,3888,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,4.609,11145.166
3888,3889,Residential - Row Houses Units (Elec Heat),LM,0.062,7.515,17170.035
3892,3893,Residential - Row Houses Units (Elec Heat),LM,0.0,11.66,26705.729
3898,3899,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.932,15365.978
3904,3905,Residential - Row Houses Units (Elec Heat),LM,0.062,8.677,20710.268
3916,3917,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,6.231,11885.746
3920,3921,Residential - Single/Duplex (Elec Heat),VI,0.0,9.238,26520.934
3921,3922,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,3.655,5163.05
3922,3923,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.171,4.869,19736.57
3923,3924,Residential - Row Houses Units (Elec Heat),LM,0.071,9.073,30648.21
3927,3928,Residential - Row Houses Units (Elec Heat),LM,0.0,10.981,30180.867
3929,3930,Residential - Single/Duplex (Elec Heat),VI,0.097,9.196,26564.254
3933,3934,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.034,4.275,2242.9524
3934,3935,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,9.071,21067.936
3941,3942,Residential - Single/Duplex (Elec Heat),VI,0.0,12.793,56561.38
3942,3943,Residential - Single/Duplex (Elec Heat),VI,0.0,9.741,28247.568
3944,3945,Residential - Row Houses Units (Elec Heat),LM,0.0,8.284,21802.01
3945,3946,Residential - Single/Duplex (Elec Heat),LM,0.0,7.906,23099.51
3953,3954,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,3.216,2304.6838
3954,3955,Residential - Single/Duplex (Elec Heat),VI,0.0,7.605,2737.0574
3956,3957,Residential - Single/Duplex (Elec Heat),LM,0.714,13.063,48804.46
3957,3958,Residential - Single/Duplex (Elec Heat),VI,0.0,10.37,35230.69
3962,3963,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.018,6.103,8707.607
3963,3964,Residential - Single/Duplex (Elec Heat),LM,0.0,9.099,31638.775
3964,3965,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,3.95,9798.069
3972,3973,Residential - High-Rise Apt Suites (Elec Heat),N,0.0,3.363,9077.171
3973,3974,Residential - High-Rise Apt Suites (Elec Heat),VI,0.0,4.254,18983.723
3976,3977,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.078,5.042,15281.626
3977,3978,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.091,11191.92
3978,3979,Residential - Single/Duplex (Elec Heat),SI,0.0,12.29,32090.07
3979,3980,Residential - Row Houses Units (Elec Heat),LM,0.0,9.871,34155.45
3984,3985,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,3.575,12567.36
3989,3990,Residential - Single/Duplex (Elec Heat),VI,0.0,8.608,38589.266
3998,3999,Residential - Single/Duplex (Elec Heat),VI,0.0,12.699,43851.367
3999,4000,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,1.747,7119.2896
4001,4002,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.001,5.609,9015.264
4002,4003,Residential - Single/Duplex (Elec Heat),VI,0.081,12.645,24442.36
4003,4004,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.003,2.067,2406.7166
4007,4008,Residential - Single/Duplex (Elec Heat),VI,0.0,12.453,22837.838
4008,4009,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.632,8271.189
4009,4010,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.758,9388.783
4010,4011,Residential - Single/Duplex (Elec Heat),SI,0.0,11.929,41391.91
4016,4017,Residential - Single/Duplex (Elec Heat),VI,0.091,11.029,34387.57
4020,4021,Residential - Row Houses Units (Elec Heat),LM,0.0,10.357,28088.27
4024,4025,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,3.0,9538.192
4028,4029,Residential - Single/Duplex (Elec Heat),LM,0.0,9.203,23156.127
4029,4030,Residential - Single/Duplex (Elec Heat),VI,0.136,12.276,36797.473
4031,4032,Residential - High-Rise Apt Suites (Elec Heat),LM,0.033,5.63,9816.64
4038,4039,Residential - Row Houses Units (Elec Heat),LM,0.159,4.528,10779.649
4039,4040,Residential - High-Rise Apt Suites (Elec Heat),VI,0.0,5.306,9682.234
4046,4047,Residential - Single/Duplex (Elec Heat),VI,0.0,5.45,12338.026
4047,4048,Residential - Single/Duplex (Elec Heat),VI,0.376,13.436,56707.902
4048,4049,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.067,5.431,5076.952
4055,4056,Residential - Single/Duplex (Elec Heat),VI,0.0,7.786,19546.05
4056,4057,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.137,4.215,11750.275
4058,4059,Residential - Single/Duplex (Elec Heat),VI,0.042,10.214,21994.797
4060,4061,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.084,6.336,14249.443
4061,4062,Residential - Single/Duplex (Elec Heat),LM,0.0,7.029,33466.766
4064,4065,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.048,4.86,13135.12
4065,4066,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.006,3.316,6409.262
4066,4067,Residential - Single/Duplex (Elec Heat),LM,0.0,11.518,42419.89
4067,4068,Residential - Row Houses Units (Elec Heat),LM,0.0,11.16,23628.068
4070,4071,Residential - High-Rise Apt Suites (Elec Heat),N,0.0,5.907,10478.276
4074,4075,Residential - Single/Duplex (Elec Heat),SI,0.0,9.653,21030.229
4079,4080,Residential - Single/Duplex (Elec Heat),VI,0.0,10.565,36893.03
4081,4082,Residential - Single/Duplex (Elec Heat),VI,0.0,10.91,39485.113
4082,4083,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.313,7923.057
4085,4086,Residential - High-Rise Apt Suites (Elec Heat),LM,0.079,4.019,8343.969
4087,4088,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,7.693,20381.81
4088,4089,Residential - High-Rise Apt Suites (Elec Heat),VI,0.0,8.988,16911.785
4089,4090,Residential - High-Rise Apt Suites (Elec Heat),LM,0.083,3.439,6117.5146
4090,4091,Residential - Single/Duplex (Elec Heat),SI,0.0,8.353,14803.627
4091,4092,Residential - Single/Duplex (Elec Heat),VI,0.0,8.053,16133.371
4093,4094,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.026,1.278,3828.3403
4098,4099,Residential - Single/Duplex (Elec Heat),VI,0.0,9.205,29504.355
4101,4102,Residential - Single/Duplex (Elec Heat),VI,0.0,9.2,30569.58
4106,4107,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.428,8106.702
4111,4112,Residential - Single/Duplex (Elec Heat),VI,0.0,5.845,18641.945
4117,4118,Residential - Single/Duplex (Elec Heat),VI,0.0,9.811,36306.527
4123,4124,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,6.601,8124.275
4125,4126,Residential - Single/Duplex (Elec Heat),LM,0.353,8.207,25147.342
4132,4133,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.018,4.051,8817.61
4134,4135,Residential - Mobile (Elec Heat),VI,0.0,2.657,8021.953
4136,4137,Residential - Single/Duplex (Elec Heat),LM,0.0,7.89,36520.867
4138,4139,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,3.066,5074.2974
4140,4141,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.025,4.891,8953.136
4142,4143,Residential - Row Houses Units (Elec Heat),SI,0.0,4.7,17627.125
4144,4145,Residential - Mobile (Elec Heat),LM,0.0,10.884,31033.934
4148,4149,Residential - High-Rise Apt Suites (Elec Heat),N,0.029,1.419,2396.6414
4155,4156,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.033,6.838,14398.096
4162,4163,Residential - Row Houses Units (Elec Heat),LM,0.0,8.628,15216.578
4168,4169,Residential - Single/Duplex (Elec Heat),VI,0.0,4.172,9487.954
4174,4175,Residential - Single/Duplex (Elec Heat),VI,0.042,12.179,31770.83
4176,4177,Residential - Single/Duplex (Elec Heat),LM,0.0,11.716,40629.402
4177,4178,Residential - High-Rise Apt Suites (Elec Heat),N,0.0,2.217,4256.5366
4181,4182,Residential - Single/Duplex (Elec Heat),VI,0.0,12.574,44388.05
4186,4187,Residential - Single/Duplex (Elec Heat),VI,0.028,6.66,36349.387
4189,4190,Residential - Single/Duplex (Elec Heat),SI,0.0,5.448,6765.8335
4190,4191,Residential - Single/Duplex (Elec Heat),SI,0.0,7.406,18557.922
4195,4196,Residential - Single/Duplex (Elec Heat),VI,0.0,11.95,35929.85
4196,4197,Residential - High-Rise Apt Suites (Elec Heat),VI,0.0,5.401,11619.58
4202,4203,Residential - High-Rise Apt Suites (Elec Heat),VI,0.092,7.109,12728.789
4204,4205,Residential - Single/Duplex (Elec Heat),N,0.0,7.757,20432.596
4208,4209,Residential - Single/Duplex (Elec Heat),LM,0.0,7.139,41507.273
4209,4210,Residential - Mobile (Elec Heat),LM,0.036,8.368,19623.3
4210,4211,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.096,2.526,6330.334
4211,4212,Residential - Single/Duplex (Elec Heat),SI,0.0,13.886,39034.44
4213,4214,Residential - Row Houses Units (Elec Heat),LM,0.112,9.274,25434.396
4219,4220,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.143,12594.3955
4220,4221,Residential - Single/Duplex (Elec Heat),VI,0.0,12.423,40560.832
4223,4224,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,6.432,14180.474
4225,4226,Residential - Row Houses Units (Elec Heat),LM,0.0,9.095,15839.6875
4227,4228,Residential - Row Houses Units (Elec Heat),LM,0.0,10.905,35509.6
4231,4232,Residential - Single/Duplex (Elec Heat),LM,0.0,8.434,17262.344
4239,4240,Residential - Single/Duplex (Elec Heat),VI,0.0,8.422,25484.566
4244,4245,Residential - Single/Duplex (Elec Heat),SI,0.0,13.974,35222.637
4249,4250,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,5.086,5375.8125
4251,4252,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.807,13529.158
4252,4253,Residential - Single/Duplex (Elec Heat),LM,0.132,7.335,23782.42
4266,4267,Residential - Single/Duplex (Elec Heat),VI,0.0,12.106,38777.438
4268,4269,Residential - Single/Duplex (Elec Heat),VI,0.0,8.996,41033.277
4269,4270,Residential - High-Rise Apt Suites (Elec Heat),SI,0.0,5.978,26888.143
4271,4272,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,3.007,6820.636
4272,4273,Residential - Single/Duplex (Elec Heat),VI,0.0,10.079,28575.713
4275,4276,Residential - Mobile (Elec Heat),LM,0.0,9.879,23566.998
4278,4279,Residential - Row Houses Units (Elec Heat),SI,0.0,5.431,16185.257
4284,4285,Residential - Single/Duplex (Elec Heat),SI,0.0,10.219,11782.818
4285,4286,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.63,24158.867
4287,4288,Residential - Single/Duplex (Elec Heat),LM,0.0,10.197,24804.73
4291,4292,Residential - Mobile (Elec Heat),SI,0.0,8.536,35515.793
4292,4293,Residential - Row Houses Units (Elec Heat),LM,0.0,7.735,21283.688
4294,4295,Residential - Single/Duplex (Elec Heat),VI,0.0,9.803,24679.723
4302,4303,Residential - Mobile (Elec Heat),LM,0.0,9.712,31371.477
4304,4305,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.029,4.05,7565.9707
4312,4313,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.3,7.8,29293.695
4317,4318,Residential - Single/Duplex (Elec Heat),VI,0.0,8.271,15617.253
4320,4321,Residential - Single/Duplex (Elec Heat),VI,0.084,11.481,24587.092
4322,4323,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.055,5.951,9748.448
4323,4324,Residential - Single/Duplex (Elec Heat),VI,0.0,13.981,49278.273
4328,4329,Residential - Single/Duplex (Elec Heat),LM,0.0,8.693,30441.328
4329,4330,Residential - Single/Duplex (Elec Heat),VI,0.138,7.782,27471.871
4330,4331,Residential - Single/Duplex (Elec Heat),LM,0.0,7.65,22279.47
4331,4332,Residential - Low-Rise Apt Suites (Elec Heat),N,0.003,9.319,10620.301
4341,4342,Residential - Row Houses Units (Elec Heat),LM,0.0,6.687,12330.547
4344,4345,Residential - Single/Duplex (Elec Heat),SI,0.456,9.432,54325.59
4346,4347,Residential - Single/Duplex (Elec Heat),VI,0.0,13.298,51986.1
4352,4353,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.901,5333.276
4354,4355,Residential - Single/Duplex (Elec Heat),LM,0.148,6.327,19179.117
4357,4358,Residential - High-Rise Apt Suites (Elec Heat),LM,0.024,8.12,14996.433
4358,4359,Residential - Single/Duplex (Elec Heat),LM,0.0,9.48,39354.35
4360,4361,Residential - Single/Duplex (Elec Heat),SI,0.0,6.948,21590.672
4365,4366,Residential - Single/Duplex (Elec Heat),N,0.0,6.416,17742.357
4366,4367,Residential - Single/Duplex (Elec Heat),VI,0.0,10.76,41541.754
4373,4374,Residential - Single/Duplex (Elec Heat),VI,0.0,10.446,24557.252
4375,4376,Residential - Single/Duplex (Elec Heat),SI,0.0,8.803,16984.855
4377,4378,Residential - Row Houses Units (Elec Heat),LM,0.0,8.644,20230.258
4380,4381,Residential - Single/Duplex (Elec Heat),LM,0.0,9.126,27523.95
4381,4382,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,3.322,5493.011
4382,4383,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.535,5497.493
4388,4389,Residential - Row Houses Units (Elec Heat),LM,0.0,10.201,29348.898
4390,4391,Residential - Row Houses Units (Elec Heat),N,0.0,2.657,5384.6445
4395,4396,Residential - Single/Duplex (Elec Heat),VI,0.0,10.062,26177.572
4396,4397,Residential - Mobile (Elec Heat),VI,0.0,12.546,22625.482
4398,4399,Residential - Row Houses Units (Elec Heat),LM,0.146,8.71,17807.94
4403,4404,Residential - Row Houses Units (Elec Heat),LM,0.0,10.916,39365.21
4405,4406,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.138,4.777,15327.205
4407,4408,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.691,11162.699
4410,4411,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,3.633,9230.269
4411,4412,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.058,2.85,6081.194
4414,4415,Residential - Single/Duplex (Elec Heat),LM,0.151,6.852,16692.822
4417,4418,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.752,19969.213
4425,4426,Residential - High-Rise Apt Suites (Elec Heat),SI,0.0,5.152,12657.862
4427,4428,Residential - Low-Rise Apt Suites (Elec Heat),N,0.0,3.852,16003.26
4428,4429,Residential - Single/Duplex (Elec Heat),LM,0.0,10.592,28669.14
4429,4430,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,5.608,13341.953
4430,4431,Residential - Single/Duplex (Elec Heat),LM,0.0,9.181,25199.248
4437,4438,Residential - Single/Duplex (Elec Heat),VI,0.0,12.66,46068.83
4444,4445,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.0,4.354,17083.68
4447,4448,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.015,9.323,7397.363
4449,4450,Residential - Single/Duplex (Elec Heat),LM,0.25,9.944,32367.102
4450,4451,Residential - Row Houses Units (Elec Heat),LM,0.055,11.83,25007.973
4452,4453,Residential - Single/Duplex (Elec Heat),VI,0.0,14.587,53997.58
4453,4454,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,4.208,13497.66
4455,4456,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.008,3.499,5701.406
4457,4458,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.244,7446.9004
4458,4459,Residential - Single/Duplex (Elec Heat),VI,0.172,6.239,28146.938
4459,4460,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.015,4.14,7026.201
4461,4462,Residential - Single/Duplex (Elec Heat),VI,0.0,9.032,30223.844
4466,4467,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,3.624,4295.382
4468,4469,Residential - Row Houses Units (Elec Heat),LM,0.017,7.883,9359.785
4470,4471,Residential - Mobile (Elec Heat),N,0.0,10.383,20937.99
4471,4472,Residential - Low-Rise Apt Suites (Elec Heat),N,0.0,5.376,9041.1455
4472,4473,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,8.051,14496.522
4473,4474,Residential - High-Rise Apt Suites (Elec Heat),LM,0.128,7.158,13777.494
4476,4477,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.034,6.847,17803.775
4477,4478,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,3.048,4564.5635
4480,4481,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.679,15960.973
4482,4483,Residential - Row Houses Units (Elec Heat),LM,0.0,12.872,33631.883
4483,4484,Residential - Low-Rise Apt Suites (Elec Heat),N,0.0,6.449,14971.431
4485,4486,Residential - Single/Duplex (Elec Heat),LM,0.835,13.289,54082.0
4488,4489,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,7.327,23217.484
4489,4490,Residential - Single/Duplex (Elec Heat),VI,0.0,14.879,59322.098
4493,4494,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.082,5.615,10378.534
4495,4496,Residential - Single/Duplex (Elec Heat),VI,0.0,9.449,28502.574
4498,4499,Residential - Single/Duplex (Elec Heat),LM,0.0,5.108,21500.584
4499,4500,Residential - Mobile (Elec Heat),N,0.0,6.888,16445.582
4500,4501,Residential - Row Houses Units (Elec Heat),LM,0.0,10.096,31023.314
4504,4505,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,5.926,14003.771
4507,4508,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.021,7.235,22003.752
4511,4512,Residential - Row Houses Units (Elec Heat),VI,0.147,7.96,27743.52
4512,4513,Residential - Single/Duplex (Elec Heat),VI,0.0,8.229,21106.807
4514,4515,Residential - Low-Rise Apt Suites (Elec Heat),N,0.0,1.874,3796.7468
4517,4518,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.0,4.256,5983.0684
4523,4524,Residential - Row Houses Units (Elec Heat),N,0.124,5.617,11480.345
4526,4527,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.012,13988.284
4529,4530,Residential - Single/Duplex (Elec Heat),LM,0.0,9.777,66508.4
4530,4531,Residential - Low-Rise Apt Suites (Elec Heat),N,0.0,14.407,65115.42
4532,4533,Residential - High-Rise Apt Suites (Elec Heat),LM,0.029,4.198,4034.6406
4540,4541,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.653,13.918,61892.71
4545,4546,Residential - Single/Duplex (Elec Heat),LM,0.0,8.831,26078.389
4551,4552,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.072,9.54,43591.625
4554,4555,Residential - Single/Duplex (Elec Heat),SI,0.0,13.452,44552.375
4557,4558,Residential - Single/Duplex (Elec Heat),LM,0.0,6.484,21478.543
4560,4561,Residential - Single/Duplex (Elec Heat),VI,0.0,9.054,45307.773
4561,4562,Residential - High-Rise Apt Suites (Elec Heat),LM,0.046,2.651,5122.0312
4564,4565,Residential - Single/Duplex (Elec Heat),VI,0.0,9.299,27299.336
4565,4566,Residential - Single/Duplex (Elec Heat),VI,0.0,12.47,45277.176
4567,4568,Residential - Low-Rise Apt Suites (Elec Heat),N,0.0,2.067,810.579
4568,4569,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.089,3.838,7301.952
4570,4571,Residential - High-Rise Apt Suites (Elec Heat),LM,0.052,4.121,7620.3545
4572,4573,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,7.989,22561.95
4575,4576,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.825,11169.92
4579,4580,Residential - Single/Duplex (Elec Heat),SI,0.0,8.781,33113.2
4580,4581,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.903,4919.503
4583,4584,Residential - Row Houses Units (Elec Heat),LM,0.0,13.044,40196.97
4586,4587,Residential - Row Houses Units (Elec Heat),N,0.037,9.369,22495.566
4589,4590,Residential - High-Rise Apt Suites (Elec Heat),LM,0.074,4.621,7233.7495
4594,4595,Residential - Single/Duplex (Elec Heat),N,0.292,9.696,29812.855
4595,4596,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.77,14650.967
4597,4598,Residential - High-Rise Apt Suites (Elec Heat),VI,0.03,9.381,14044.349
4599,4600,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.115,2.58,14280.104
4601,4602,Residential - Single/Duplex (Elec Heat),LM,0.0,10.764,37071.5
4612,4613,Residential - Single/Duplex (Elec Heat),VI,0.0,13.139,33711.445
4613,4614,Residential - Single/Duplex (Elec Heat),VI,0.0,12.157,28993.082
4616,4617,Residential - Single/Duplex (Elec Heat),LM,0.0,10.513,62291.57
4618,4619,Residential - Single/Duplex (Elec Heat),LM,0.108,9.613,34701.0
4620,4621,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.152,8.421,25357.824
4621,4622,Residential - Mobile (Elec Heat),SI,0.0,10.319,32625.922
4641,4642,Residential - Row Houses Units (Elec Heat),LM,0.0,12.248,36576.18
4642,4643,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.88,3198.0388
4643,4644,Residential - High-Rise Apt Suites (Elec Heat),VI,0.019,3.842,8183.3516
4644,4645,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,3.83,13442.79
4645,4646,Residential - Single/Duplex (Elec Heat),VI,0.0,14.029,8213.427
4648,4649,Residential - High-Rise Apt Suites (Elec Heat),LM,0.08,3.865,5880.467
4649,4650,Residential - Row Houses Units (Elec Heat),N,0.016,5.117,9886.77
4650,4651,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.0,7.332,9996.596
4654,4655,Residential - Single/Duplex (Elec Heat),VI,0.0,4.893,10363.52
4659,4660,Residential - Single/Duplex (Elec Heat),VI,0.0,9.369,35359.527
4661,4662,Residential - Single/Duplex (Elec Heat),VI,0.613,8.642,40871.594
4664,4665,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,3.412,14421.293
4673,4674,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.077,4.153,8904.273
4674,4675,Residential - Single/Duplex (Elec Heat),VI,0.0,13.866,52635.934
4675,4676,Residential - Single/Duplex (Elec Heat),SI,0.0,10.26,35672.797
4677,4678,Residential - Single/Duplex (Elec Heat),VI,0.0,8.675,32972.81
4678,4679,Residential - Single/Duplex (Elec Heat),LM,0.0,8.578,24381.713
4680,4681,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.336,9498.723
4683,4684,Residential - Single/Duplex (Elec Heat),VI,0.171,14.59,52503.49
4692,4693,Residential - High-Rise Apt Suites (Elec Heat),N,0.0,2.498,9151.269
4694,4695,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,3.136,7198.3643
4695,4696,Residential - Row Houses Units (Elec Heat),LM,0.0,7.717,11924.641
4698,4699,Residential - Single/Duplex (Elec Heat),VI,0.0,9.585,29584.898
4700,4701,Residential - Low-Rise Apt Suites (Elec Heat),N,0.0,6.131,24575.654
4702,4703,Residential - Single/Duplex (Elec Heat),VI,0.0,6.838,24628.443
